word_base|word|word_level|word_freq|word_translation_en|word_translation_ru|word_synonyms|sentence_example|sentence_example_translation_en|sentence_example_translation_ru|sentence_synonym|typical_collocations|usage_comments_en
kennen|Kennlicht|C2|225117|identification light, marker light|опознавательный огонь, маркерный свет|Signal-Licht; Positionslicht; Markierungslicht|Das Boot hatte ein grünes Kennlicht auf der Steuerbordseite.|The boat had a green marker light on the starboard side.|У лодки был зеленый опознавательный огонь на правом борту.|Das Boot hatte ein grünes Positionslicht auf der Steuerbordseite.|ein Kennlicht führen; vorgeschriebenes Kennlicht|Technical term used in shipping, aviation, or transport. It indicates a light of a specific color or sequence to mark and identify a vehicle's position or type.
kennen|Kennlinie|C2|104884|characteristic curve, characteristic line|характеристическая кривая, рабочая характеристика|Diagrammkurve; Charakteristik; Leistungskurve|Der Ingenieur analysierte die Kennlinie der Diode.|The engineer analyzed the characteristic curve of the diode.|Инженер проанализировал характеристику (кривую) диода.|Der Ingenieur analysierte die Charakteristik der Diode.|Kennlinie aufzeichnen; steile Kennlinie; Kennlinie eines Ventils|Highly technical term used in engineering, electronics, and physics to describe a graph showing how one variable changes relative to another for a device.
kennen|Kennmal|C2|226724|distinguishing mark, identifier, characteristic sign|отличительный знак, признак, клеймо|Kennzeichen; Merkmal; Unterscheidungsmerkmal|Ein kleines Muttermal war ihr auffälligstes Kennmal.|A small birthmark was her most noticeable distinguishing mark.|Маленькая родинка была ее самой заметной отличительной чертой.|Ein kleines Muttermal war ihr auffälligstes Merkmal.|ein markantes Kennmal; Kennmal aufweisen|An elevated, archaic or literary synonym for 'Merkmal' or 'Kennzeichen'. It is very rare in modern everyday language.
kennen|Kennmarke|C2|156761|identification tag, dog tag, token|опознавательный жетон, марка, бирка|Erkennungsmarke; Plakette; Kontrollmarke|Soldaten tragen im Einsatz eine Kennmarke aus Metall.|Soldates wear a metal identification tag during deployments.|Солдаты на службе носят металлический опознавательный жетон.|Soldaten tragen im Einsatz eine Erkennungsmarke aus Metall.|metallene Kennmarke; eine Kennmarke tragen|Used for physical identification tags, specifically 'Erkennungsmarken' for military personnel, or tracking tags for assets/animals in technical systems.
kennen|Kennmelodie|C2|177112|theme song, signature tune, jingle|позывные, заглавная мелодия, джингл|Titelmelodie; Erkennungsmelodie; Jingle|Die Kennmelodie der Tagesschau ist in Deutschland weltberühmt.|The signature tune of the Tagesschau is world-famous in Germany.|Позывные (мелодия) программы 'Тагесшау' известны каждому в Германии.|Die Titelmelodie der Tagesschau ist in Deutschland weltberühmt.|eingängige Kennmelodie; Kennmelodie einer Sendung|Refers to the distinctive melody associated with a specific radio show, television program, or brand. Synonym of 'Erkennungsmelodie'.
kennen|Kennnummer|C2|67314|identification number, ID number|идентификационный номер|Identifikationsnummer; Codenummer; Kennzahl|Bitte geben Sie Ihre persönliche Kennnummer ein.|Please enter your personal identification number.|Пожалуйста, введите ваш личный идентификационный номер.|Bitte geben Sie Ihre persönliche Identifikationsnummer ein.|persönliche Kennnummer; eindeutige Kennnummer; Kennnummer eingeben|Often abbreviated as 'Kennnr.'. Refers to a unique sequence of digits used to identify a person, product, system, or account.
kennen|Kenntnis|B2|2131|knowledge, awareness|знание, сведение, осведомленность|Wissen; Kenntnisstand; Bewusstsein|Ich habe keine Kenntnis von diesem Vorfall.|I have no knowledge of this incident.|Я ничего не знаю об этом инциденте.|Ich habe kein Wissen über diesen Vorfall.|Kenntnisse erwerben; etwas zur Kenntnis nehmen; in Kenntnis setzen|Often used in the plural 'Kenntnisse' to mean skills or abilities (e.g., 'Sprachkenntnisse'). Note key idioms: 'etwas zur Kenntnis nehmen' (to take note of something) and 'jemanden in Kenntnis setzen' (to inform someone).
kennen|Kennung|C2|33747|identifier, login/username, identifier string|идентификатор, имя пользователя, логин, маркировка|Identifikationscode; Benutzername; Kennzeichen|Geben Sie Ihre Kennung und Ihr Passwort ein, um sich anzumelden.|Enter your username and password to log in.|Введите ваш идентификатор и пароль для входа в систему.|Geben Sie Ihren Benutzernamen und Ihr Passwort ein, um sich anzumelden.|persönliche Kennung; Kennung eingeben; die Kennung des Senders|Often used in IT as a synonym for user ID or login name. It can also refer to automatic signals transmitted by ships or aircraft to identify themselves.
kennen|Kennwert|C2|80846|characteristic value, parameter, key figure|характерное значение, показатель, параметр|Parameter; Kenngröße; Kennzahl|Die Software berechnet den statistischen Kennwert automatisch.|The software calculates the statistical parameter automatically.|Программа автоматически вычисляет статистический показатель.|Die Software berechnet die statistische Kenngröße automatisch.|statistischer Kennwert; typischer Kennwert; Kennwerte ermitteln|Used in mathematics, statistics, engineering, and finance to denote a specific, representative value that describes a system or sample.
kennen|Kennwort|C1|15264|password, passcode, keyword|пароль, условное слово|Passwort; Code; Geheimwort|Sie müssen Ihr Kennwort alle drei Monate ändern.|You must change your password every three months.|Вы должны менять свой пароль каждые три месяца.|Sie müssen Ihr Passwort alle drei Monate ändern.|Kennwort eingeben; sicheres Kennwort; Kennwort vergessen|In modern IT, 'Passwort' is more common, but 'Kennwort' is still widely used, especially in administrative, formal, or Windows OS environments.
kennen|Kennzahl|C1|13835|key figure, key performance indicator (KPI), index|показатель, ключевой показатель, коэффициент|Kennziffer; Indikator; Messgröße|Der Erfolg eines Unternehmens lässt sich an seinen wirtschaftlichen Kennzahlen ablesen.|The success of a company can be read from its economic key figures.|Успех предприятия можно определить по его экономическим показателям.|Der Erfolg eines Unternehmens lässt sich an seinen wirtschaftlichen Kennziffern ablesen.|betriebswirtschaftliche Kennzahlen; Kennzahlen analysieren; wichtige Kennzahl|Mostly used in finance, business, and economics to refer to numerical values that provide information about performance (KPIs).
kennen|Kennzeichen|B2|6019|license plate, mark, characteristic feature|номерной знак (автомобиля), признак, отличительная черта|Nummernschild; Merkmal; Charakteristikum|Er notierte sich schnell das Kennzeichen des flüchtenden Autos.|He quickly noted down the license plate of the fleeing car.|Он быстро записал номер уезжающей машины.|Er notierte sich schnell das Nummernschild des flüchtenden Autos.|amtliches Kennzeichen; Kennzeichen eines Autos; wesentliches Kennzeichen|'Kennzeichen' has two major meanings: 1) License plate of a vehicle (colloquially also called 'Nummernschild'). 2) A distinguishing feature or characteristic sign.
kennen|Kennziffer|C2|23093|code number, key figure, index number|цифровой код, индекс, показатель|Kennzahl; Codenummer; Kennwert|Jede Abteilung im Konzern hat eine eigene Kennziffer.|Every department in the corporation has its own code number.|Каждый отдел в концерне имеет свой цифровой код.|Jede Abteilung im Konzern hat eine eigene Codenummer.|statistische Kennziffer; vierstellige Kennziffer|Highly similar to 'Kennzahl', but more focused on a single digit or code identifying something or acting as a statistical index.
kennen|kennenlernen|B2|2718|to get to know, to meet (someone) for the first time|знакомиться, узнавать|Bekanntschaft machen mit|Ich möchte die Kultur des Landes besser kennenlernen.|I would like to get to know the country's culture better.|Я хотел бы получше узнать культуру этой страны.|Ich möchte mit der Kultur des Landes besser Bekanntschaft machen.|jemanden persönlich kennenlernen; neue Leute kennenlernen; sich kennenlernen|Spelled as one word since the German spelling reform (though 'kennen lernen' is still acceptable). Note that it refers to the process of getting to know someone or something, not the state of knowing them ('kennen').
kennen|kennzeichnen|B2|4787|to characterize, to mark, to label|характеризовать, помечать, маркировать|charakterisieren; markieren; ausweisen|Starke Stürme kennzeichnen das Klima dieser Region.|Strong storms characterize the climate of this region.|Сильные бури характеризуют климат этого региона.|Starke Stürme charakterisieren das Klima dieser Region.|farblich kennzeichnen; deutlich kennzeichnen; eine Epoche kennzeichnen|Can be used physically (to label or mark something visually) or abstractly (to be characteristic of something, to characterize). Often used in the passive: 'gekennzeichnet sein durch'.
