word_base|word|word_level|word_freq|word_translation_en|word_translation_ru|word_synonyms|sentence_example|sentence_example_translation_en|sentence_example_translation_ru|sentence_synonym|typical_collocations|usage_comments_en
schicken|heraufschicken|C2|200483|to send up (towards the speaker)|присылать наверх (по направлению к говорящему)|nach oben schicken; hinaufsenden|Schick bitte den nächsten Kunden herauf.|Please send the next customer up.|Пожалуйста, пришли следующего клиента наверх.|Bitte schicke den nächsten Kunden nach oben zu mir.|jemanden heraufschicken; Gepäck heraufschicken|The prefix 'her-' indicates that the speaker is upstairs and wants someone/something sent up to where they are. In spoken German, often shortened to 'raufschicken'.
schicken|herausschicken|C2|123036|to send out (towards the speaker/outside)|высылать (наружу, по направлению к говорящему)|nach draußen schicken; hinaussenden|Schick die Kinder bitte zu mir heraus.|Please send the children out to me.|Пожалуйста, вышли детей ко мне на улицу.|Schick die Kinder bitte nach draußen zu mir.|jemanden herausschicken; Post herausschicken|The prefix 'her-' indicates the speaker is outside and is asking someone inside to send someone or something out to them. Colloquially shortened to 'rausschicken'.
schicken|herschicken|C2|90183|to send here (to this place)|присылать сюда|herbeischicken; zusenden; herbeiführen|Du kannst deine Post gerne an meine Adresse herschicken.|You are welcome to send your mail here to my address.|Ты можешь спокойно отправлять свою почту сюда на мой адрес.|Du kannst deine Post gerne an meine Adresse schicken.|jemanden herschicken; Post herschicken; Sachen herschicken|An informal combination where 'her-' stresses that the destination of the sent item/person is the speaker's current location.
schicken|herüberschicken|C2|169754|to send over (to this side)|присылать сюда (с той стороны, из соседней комнаты)|rüberschicken; herübersenden|Kannst du mir das Dokument herüberschicken?|Can you send the document over to me?|Можешь переслать мне этот документ?|Kannst du mir das Dokument senden?|einen Link herüberschicken; Unterlagen herüberschicken; jemanden herüberschicken|Very common in office environments and everyday speech. Refers to sending something over a relatively short distance (across the desk, from next door, or digitally). Colloquially 'rüberschicken'.
schicken|herumschicken|C2|116163|to send around, circulate|рассылать (всем по кругу), пускать по кругу|im Kreis schicken; verteilen; herumreichen; zirkulieren lassen|Der Chef ließ eine Liste im Büro herumschicken.|The boss had a list circulated in the office.|Начальник пустил по офису список.|Der Chef ließ eine Liste im Büro herumreichen.|eine E-Mail herumschicken; eine Liste herumschicken; Einladungen herumschicken; ein Foto herumschicken|Mainly used in casual or administrative contexts for circulating an item, document, or memo to multiple people in a group. Colloquially 'rumschicken'.
schicken|herunterschicken|C2|188490|to send down (towards the speaker)|присылать вниз (по направлению к говорящему)|nach unten schicken; hinabsenden|Kannst du den Schlüssel zu mir herunterschicken?|Can you send the key down to me?|Можешь скинуть мне ключ вниз?|Kannst du den Schlüssel nach unten zu mir werfen oder bringen lassen?|jemanden herunterschicken; Akten herunterschicken; ein Paket herunterschicken|Indicates that the speaker is downstairs or on a lower floor and is requesting someone upstairs to send something down. Colloquially 'runterschicken'.
schicken|hinaufschicken|C2|169894|to send up (away from the speaker)|посылать наверх (от говорящего)|hinaufsenden; nach oben schicken|Ich werde den Pagen mit Ihrem Gepäck hinaufschicken.|I will send the bellhop up with your luggage.|Я отправлю коридорного наверх с вашим багажом.|Ich werde den Pagen mit Ihrem Gepäck nach oben schicken.|jemanden hinaufschicken; ein Paket hinaufschicken|The prefix 'hin-' indicates that the speaker is currently downstairs (or on a lower level) and sends someone or something upstairs. Colloquially 'raufschicken'.
schicken|hinausschicken|C2|105009|to send out (away from the speaker/inside to outside)|высылать (от говорящего наружу)|nach draußen schicken; entfernen; hinaussenden|Der Lehrer musste den störenden Schüler hinausschicken.|The teacher had to send the disruptive student out.|Учителю пришлось выставить мешающего ученика из класса.|Der Lehrer musste den störenden Schüler nach draußen schicken.|jemanden aus dem Zimmer hinausschicken; Post hinausschicken|Indicates sending someone or something from an enclosed space (like a room) to the outside, away from the speaker. Often implies an order to leave. Colloquially 'rausschicken'.
schicken|hineinschicken|C2|150283|to send in (away from the speaker/outside to inside)|посылать внутрь (от говорящего)|hineinsenden; reinschicken; hineinführen|Der Arzt ließ den nächsten Patienten hineinschicken.|The doctor had the next patient sent in.|Врач велел запустить следующего пациента.|Der Arzt ließ den nächsten Patienten hineinkommen.|jemanden hineinschicken; Waren hineinschicken; Truppen hineinschicken|Used when the speaker is outside of a room, building, or area, and sends someone or something inside. Colloquially 'reinschicken'.
schicken|hinterherschicken|C2|91587|to send after (someone/something)|посылать вслед, отправлять вдогонку|nachsenden; hinterhersenden; nachschicken|Er hatte seinen Koffer vergessen, also mussten wir ihn ihm hinterherschicken.|He had forgotten his suitcase, so we had to send it after him.|Он забыл свой чемодан, поэтому нам пришлось отправить его ему вслед.|Er hatte seinen Koffer vergessen, also mussten wir ihn ihm nachsenden.|jemandem Post hinterherschicken; ein Dokument hinterherschicken; jemandem Gepäck hinterherschicken|Requires a dative object for the person who has already departed, and an accusative object for the item sent after them. Very concrete, conversational verb.
schicken|hinüberschicken|C2|176649|to send over (away from the speaker to another side)|отправлять туда (на другую сторону, в другой кабинет)|rüberschicken; hinübersenden|Ich werde dir die Dateien hinüberschicken.|I will send you the files over.|Я перешлю тебе файлы.|Ich werde dir die Dateien senden.|ein Dokument hinüberschicken; jemanden hinüberschicken|The prefix 'hin-' indicates sending something from the speaker's side to a different side or location. Colloquially shortened to 'rüberschicken'.
schicken|hinunterschicken|C2|166073|to send down (away from the speaker)|посылать вниз (от говорящего)|hinabsenden; nach unten schicken|Schick bitte das Kind in den Garten hinunter.|Please send the child down to the garden.|Пожалуйста, отправь ребенка вниз в сад.|Schick bitte das Kind nach unten in den Garten.|jemanden hinunterschicken; etwas in den Keller hinunterschicken|Used when the speaker is upstairs or on a higher level and sends someone or something downstairs. Colloquially 'runterschicken'.
schicken|hochschicken|C2|146277|to send up|отправлять наверх|heraufschicken; hinaufschicken|Kannst du bitte den Elektriker hochschicken?|Can you please send the electrician up?|Не могли бы вы прислать электрика наверх?|Kannst du bitte den Elektriker nach oben schicken?|jemanden hochschicken; Gepäck hochschicken; Unterlagen hochschicken|A very common colloquial alternative to 'hinaufschicken' or 'heraufschicken'. It is directionally neutral about the speaker's exact location, emphasizing only the upward direction.
schicken|losschicken|C2|32158|to send off, dispatch, send on their way|отправлять, посылать (в путь, на задание)|abschicken; lossenden; wegschicken; absenden|Wir müssen den Boten jetzt losschicken, sonst kommt er zu spät.|We have to send the messenger off now, otherwise he will be late.|Мы должны отправить гонца прямо сейчас, иначе он опоздает.|Wir müssen den Boten jetzt wegschicken, sonst kommt er zu spät.|jemanden losschicken; ein Paket losschicken; die Kinder losschicken|Emphasizes the start of the movement or journey. Commonly used when sending a person out to complete a specific chore, errand, or mission.
schicken|mitschicken|C2|54084|to send along with, enclose|посылать вместе с чем-то, прилагать (к посылке)|beilegen; mitsenden; beifügen|Ich werde ein Foto mit dem Brief mitschicken.|I will send a photo along with the letter.|Я приложу фотографию к письму.|Ich werde ein Foto mit dem Brief beilegen.|ein Foto mitschicken; Unterlagen mitschicken; Geschenke mitschicken; Grüße mitschicken|Used when an additional item is sent together with a primary object (e.g. a document inside an envelope or a small gift in a package).
schicken|nachschicken|C2|86127|to send on later, forward, post after|досылать, слать вслед|nachsenden; hinterherschicken|Wir haben seine vergessene Jacke nachgeschickt.|We sent his forgotten jacket on to him.|Мы дослали ему его забытую куртку.|Wir haben seine vergessene Jacke nachgesendet.|Briefe nachschicken; Gepäck nachschicken; Unterlagen nachschicken|Used when sending something that was either forgotten or only became ready/available after the recipient had already departed.
schicken|verschicken|B2|4980|to dispatch, send off, ship (especially in bulk or officially)|рассылать, отправлять (в больших количествах)|versenden; abschicken; verschiffen|Wir verschicken täglich Hunderte von Newslettern.|We send out hundreds of newsletters every day.|Мы рассылаем сотни новостных писем каждый день.|Wir versenden täglich Hunderte von Newslettern.|Newsletter verschicken; Pakete verschicken; Einladungen verschicken; Waren verschicken|Usually implies sending goods, documents, or emails in large quantities, commercially, or in a systematic/official manner. Often interchangeable with 'versenden'.
schicken|vorausschicken|C2|58393|to send in advance, premise, state beforehand|посылать вперед, предпосылать (слова)|vorwegschicken; einleiten; voraussenden|Ich möchte vorausschicken, dass dies nur meine persönliche Meinung ist.|I would like to premise that this is only my personal opinion.|Хочу предварительно заметить, что это лишь моё личное мнение.|Ich möchte vorwegschicken, dass dies nur meine persönliche Meinung ist.|eine Erklärung vorausschicken; ein paar Worte vorausschicken; jemanden vorausschicken|Can literally mean sending a person ahead of a group. However, it is most frequently used figuratively in formal speech or writing to introduce a preliminary remark or condition.
schicken|vorbeischicken|C2|81510|to send over/by (someone to drop by)|присылать (кого-то зайти, заглянуть)|herschicken; vorbeikommen lassen; entsenden|Ich werde morgen den Handwerker bei Ihnen vorbeischicken.|I will send the craftsman over to your place tomorrow.|Завтра я пришлю к вам мастера.|Ich werde morgen den Handwerker bei Ihnen vorbeikommen lassen.|jemanden vorbeischicken; den Arzt vorbeischicken; einen Kollegen vorbeischicken|A highly useful everyday verb. Governs 'bei' + dative for the person or place being visited. Used when dispatching assistance, services, or visitors to someone's house or office.
schicken|vorschicken|C2|66158|to send forward, use as a front/shield|посылать вперед, выдвигать на передний план|vorausschicken; vorschieben; voraussenden|Weil sie Angst hatten, schickten sie ein Kind vor.|Because they were afraid, they sent a child forward.|Поскольку они боялись, они пустили вперед ребенка.|Weil sie Angst hatten, schoben sie ein Kind vor.|jemanden vorschicken; Kinder vorschicken; einen Strohmann vorschicken|Can mean physically sending someone ahead. However, it often carries a negative, figurative connotation: sending someone else to face a difficult, unpleasant, or dangerous situation on one's behalf.
schicken|vorwegschicken|C2|130364|to premise, send beforehand, state first|предпосылать, предварительно заметить|vorausschicken; einleiten; voraussenden|Man muss vorwegschicken, dass das Projekt sehr teuer ist.|It must be premised that the project is very expensive.|Прежде всего нужно сказать, что этот проект очень дорогой.|Man muss vorausschicken, dass das Projekt sehr teuer ist.|eine Bemerkung vorwegschicken; einleitende Worte vorwegschicken; Kritik vorwegschicken|Virtually synonymous with the figurative use of 'vorausschicken'. It is used to make an essential introductory remark before addressing the main topic of a speech or text.
schicken|wegschicken|C2|34368|to send away, dismiss, dispatch|отсылать, прогонять, отправлять|fortschicken; entlassen; absenden|Er musste den lästigen Besucher wegschicken.|He had to send the annoying visitor away.|Ему пришлось спровадить назойливого посетителя.|Er musste den lästigen Besucher fortschicken.|jemanden wegschicken; Post wegschicken; Kinder ins Bett wegschicken|A very common, standard spoken verb. It can refer to sending a person away (dismissal) or dispatching an object (sending a package). Usually neutral but can sound harsh depending on intonation.
schicken|weiterschicken|C2|70964|to forward, send on, pass along|пересылать дальше, передавать дальше|weiterleiten; weitergeben; nachsenden|Kannst du diese E-Mail bitte an das Team weiterschicken?|Can you please forward this email to the team?|Можешь, пожалуйста, переслать это письмо команде?|Kannst du diese E-Mail bitte an das Team weiterleiten?|eine Nachricht weiterschicken; einen Link weiterschicken; jemanden weiterschicken|Highly relevant for modern communication. It refers to forwarding a physical letter, digital file, or message to the next recipient. Also used for redirecting a person to another office.
schicken|zurückschicken|C1|13815|to send back, return|отправлять обратно, возвращать|retournieren; zurücksenden; zurückgeben|Ich muss die Schuhe zurückschicken, weil sie zu klein sind.|I have to send the shoes back because they are too small.|Мне нужно отправить туфли обратно, потому что они слишком малы.|Ich muss die Schuhe zurücksenden, weil sie zu klein sind.|Ware zurückschicken; ein Paket zurückschicken; Briefe zurückschicken|The standard verb for returning items. Extremely common in e-commerce contexts for returns and refunds. Interchanges frequently with 'zurücksenden' and 'retournieren'.
schicken|zuschicken|C1|13654|to send to, mail to (someone)|присылать (кому-то), отправлять (кому-то)|zusenden; schicken; übermitteln|Wir werden Ihnen die Unterlagen per Post zuschicken.|We will send you the documents by mail.|Мы вышлем вам документы по почте.|Wir werden Ihnen die Unterlagen per Post zusenden.|jemandem Infomaterial zuschicken; Unterlagen zuschicken; den Vertrag zuschicken|Very similar to 'schicken', but the prefix 'zu-' emphasizes the recipient. Always constructed with a dative object (recipient) and an accusative object (thing sent). Commonly used in administrative or business correspondence.
