word_base|word|word_level|word_freq|word_translation_en|word_translation_ru|word_synonyms|sentence_example|sentence_example_translation_en|sentence_example_translation_ru|sentence_synonym|typical_collocations|usage_comments_en
kehren|Kehrtwende|C1|18227|U-turn; about-face|резкий разворот на 180 градусов|Kehrtwendung; Kurswechsel; Umschwung|Die Regierung vollzog eine überraschende Kehrtwende in der Energiepolitik.|The government made a surprising U-turn in energy policy.|Правительство совершило неожиданный разворот в энергетической политике.|Die Regierung vollzog einen überraschenden Kurswechsel in der Energiepolitik.|eine politische Kehrtwende; eine Kehrtwende um 180 Grad; eine Kehrtwende machen|Extremely common in political journalism and media to describe a sudden, complete shift in policy, strategy, or opinion.
kehren|Kehrwert|C2|137905|reciprocal (mathematics)|обратная величина (математика)|reziproker Wert|Der Kehrwert von zwei ist ein Halb.|The reciprocal of two is one half.|Обратная величина от двух равна одной второй.|Der reziproke Wert von zwei ist ein Halb.|den Kehrwert bilden; Kehrwert eines Bruches|A specific mathematical term. Formed by swapping the numerator and the denominator of a fraction.
kehren|Kehrwisch|C2|202599|hand broom; whisk broom|щетка-сметка; веничек|Handfeger; Kehrbesen|Hol bitte den Kehrwisch, um die Krümel aufzuheben.|Please get the hand broom to pick up the crumbs.|Принеси, пожалуйста, щетку-сметку, чтобы убрать крошки.|Hol bitte den Handfeger, um die Krümel aufzuheben.|mit dem Kehrwisch fegen; ein alter Kehrwisch|A regional word (mostly Southern German, Austrian, and East Central German) for a small hand broom used to sweep crumbs or small dirt.
kehren|Kehrwoche|C2|85449|rostered house-cleaning week (Swabian custom)|очередь по уборке подъезда/двора (немецкая традиция)|Hausordnung; Treppenhausreinigung|Diese Woche haben wir Kehrwoche und müssen das Treppenhaus putzen.|This week we have the rostered cleaning week and must clean the stairwell.|На этой неделе наша очередь дежурить по уборке, и мы должны помыть подъезд.|Diese Woche sind wir mit der Treppenhausreinigung dran und müssen putzen.|die Kehrwoche machen; schwäbische Kehrwoche; ein Schild für die Kehrwoche|A unique cultural term from Swabia (southwest Germany) referencing the communal obligation of tenants to clean corridors, stairs, and sidewalks on a weekly rotating schedule. Famous cultural symbol of orderliness.
kehren|Straßenkehrer|C2|74640|street sweeper (person)|уличный дворник|Straßenfeger; Müllwerker|Der Straßenkehrer säubert die Gehwege vom Herbstlaub.|The street sweeper cleans autumn leaves from the sidewalks.|Дворник очищает тротуары от осенних листьев.|Der Straßenfeger säubert die Gehwege vom Herbstlaub.|als Straßenkehrer arbeiten; fleißiger Straßenkehrer|Refers to the actual profession. Note that the synonym 'Straßenfeger' has a famous figurative meaning: an extremely popular television show or event that empties the streets.
kehren|Umkehr|C1|21296|turnaround; reversal; repentance|поворот назад; разворот; раскаяние|Richtungswechsel; Sinneswandel; Bekehrung|Die misslungene Politik erfordert eine sofortige Umkehr.|The failed policy requires an immediate turnaround.|Неудавшаяся политика требует немедленного разворота.|Die misslungene Politik erfordert einen sofortigen Richtungswechsel.|eine radikale Umkehr; zur Umkehr zwingen; Umkehr in der Umweltpolitik; Umkehr und Buße|Can describe physical turning back on a path, but is most commonly used figuratively for political shifts, policy reversals, or moral/religious repentance ('Umkehr und Buße').
kehren|Umkehrung|C2|35686|inversion; reversal|инверсия; обращение; извращение (фактов)|Inversion; Verkehrung; Umstellung|Seine Argumentation ist eine Umkehrung der Tatsachen.|His reasoning is a reversal of the facts.|Его аргументация — это искажение фактов.|Seine Argumentation ist eine Verkehrung der Tatsachen.|die Umkehrung der Beweislast; zeitliche Umkehrung; Umkehrung des Prinzips|More technical, mathematical, or logical than 'Umkehr'. A classic legal collocation is 'die Umkehrung der Beweislast' (the reversal of the burden of proof).
kehren|abkehren|C2|79305|to turn away; to sweep away (rare)|отворачиваться; отрекаться|sich abwenden; lossagen|Viele Wähler kehrten sich von der Partei ab.|Many voters turned away from the party.|Многие избиратели отвернулись от партии.|Viele Wähler wendeten sich von der Partei ab.|sich von jemandem abkehren; sich vom Glauben abkehren|Usually used reflexively with 'von' + Dative ('sich abkehren von'). It is a elevated, formal synonym of 'sich abwenden von' and is used figuratively to describe leaving a belief, party, or person.
kehren|ankehren|C2|242904|to concern (archaic); to sweep against|касаться (устар.); подметать вплотную к|angehen; betreffen; kümmern|Das kehrt mich nicht an.|That does not concern me.|Это меня не касается.|Das geht mich nichts an.|sich etwas ankehren lassen|Extremely rare and archaic. Only survives in regional idioms or older literature, typically in the phrase 'sich etwas ankehren lassen' (to care about something) or transitively 'etwas kehrt jemanden an' (something concerns someone).
kehren|aufkehren|C2|111912|to sweep up|подметать; собирать веником|zusammenfegen; aufheben|Kannst du bitte den Schmutz aufkehren?|Can you please sweep up the dirt?|Можешь, пожалуйста, подмести грязь?|Kannst du bitte den Schmutz zusammenfegen?|Krümel aufkehren; den Dreck aufkehren|A separable verb ('kehrt... auf'). Focuses on collecting dirt, debris, or dust from the floor onto a pile or into a dustpan. Synonym of 'auffegen'.
kehren|auskehren|C2|77151|to sweep out; to clean out|выметать; вычищать|ausfegen; säubern|Vor dem Einzug mussten sie die alte Wohnung gründlich auskehren.|Before moving in, they had to thoroughly sweep out the old apartment.|Перед заселением им пришлось тщательно вымести старую квартиру.|Vor dem Einzug mussten sie die alte Wohnung gründlich ausfegen.|ein Zimmer auskehren; den Stall auskehren|Separable verb ('kehrt... aus'). Means to thoroughly clean a room, building, or stable by sweeping. Synonym of 'ausfegen'.
kehren|bekehren|C2|27736|to convert (religion or opinion)|обращать (в веру); убеждать|missionieren; überzeugen; umstimmen|Sie versuchte, ihren Freund zum Vegetarismus zu bekehren.|She tried to convert her boyfriend to vegetarianism.|Она пыталась обратить своего парня в вегетарианство.|Sie versuchte, ihren Freund vom Vegetarismus zu überzeugen.|jemanden zum Christentum bekehren; sich bekehren lassen; jemanden eines Besseren bekehren|Can be used transitively ('jemanden bekehren') or reflexively ('sich bekehren' - to convert). Used heavily in religious contexts, but also humorously or colloquially for lifestyle changes or opinions.
kehren|einkehren|C1|11448|to stop at an inn; to settle in (of peace, calm)|заходить (в трактир, ресторан); воцариться (о покое)|Rast machen; einziehen|Nach der Wanderung kehrten wir in einem Gasthof ein.|After the hike, we stopped at an inn.|После похода мы зашли в трактир.|Nach der Wanderung machten wir Rast in einem Gasthof.|in einem Wirtshaus einkehren; Ruhe kehrt ein; Frieden einkehren lassen|Separable verb. Has two distinct uses: 1) Physical stopping at a restaurant or guesthouse for food/drink. 2) Abstract qualities like peace, quiet, or routine settling into a place ('Ruhe kehrte im Haus ein').
kehren|heimkehren|C2|25125|to return home|возвращаться на родину (домой)|zurückkehren; heimkommen|Viele Soldaten hofften, bald gesund heimzukehren.|Many soldiers hoped to return home healthy soon.|Многие солдаты надеялись вскоре вернуться домой здоровыми.|Viele Soldaten hofften, bald gesund heimzukommen.|aus dem Krieg heimkehren; müde heimkehren; in die Heimat heimkehren|Separable verb. More emotionally charged and poetic than 'zurückkehren' or 'heimkommen'. Typically used for return from war, exile, or a long, arduous journey.
kehren|herauskehren|C2|91514|to show off; to emphasize; to sweep out (rare)|выставлять напоказ; подчеркивать|hervorheben; demonstrieren; heraushängen lassen|Er muss immer den Chef herauskehren.|He always has to play the boss.|Ему вечно нужно строить из себя босса.|Er muss immer den Chef heraushängen lassen.|den Chef herauskehren; seine Überlegenheit herauskehren; den Patrioten herauskehren|Separable verb. Almost exclusively used figuratively with an accusative noun representing a role or trait that someone smugly, boastfully, or aggressively puts on display. Colloquial equivalent is 'heraushängen lassen'.
kehren|herkehren|C2|229602|to return here; to sweep towards this direction|возвращаться сюда; мести в эту сторону|herkommen; zurückkehren|Warum bist du wieder hergekehrt?|Why did you return here?|Почему ты снова вернулся сюда?|Warum bist du wieder hergekommen?|wieder herkehren|Very rare, regional, or archaic. Standard German uses 'hierher zurückkehren' or 'herkommen'.
kehren|hervorkehren|C2|85359|to emphasize; to display; to bring to light|выставлять напоказ; обнаруживать; подчеркивать|betonen; herausstreichen; an den Tag legen|Bei dieser Gelegenheit kehrte er seine großzügige Seite hervor.|On this occasion, he showed his generous side.|При удобном случае он проявил свою щедрую сторону.|Bei dieser Gelegenheit betonte er seine großzügige Seite.|eine Eigenschaft hervorkehren; den Hochmut hervorkehren|Separable verb. Highly formal, literary. Very similar to 'herauskehren', but slightly less derogatory; it means to intentionally reveal or underscore a specific facet of one's character.
kehren|kehrtmachen|C2|103412|to turn back; to make a U-turn|поворачивать назад; разворачиваться кругом|umdrehen; umkehren|Wegen des dichten Nebels mussten wir auf halbem Weg kehrtmachen.|Because of the thick fog, we had to turn back halfway.|Из-за густого тумана нам пришлось повернуть назад на полпути.|Wegen des dichten Nebels mussten wir auf halbem Weg umkehren.|auf dem Absatz kehrtmachen; sofort kehrtmachen|Separable verb. Indicates a literal 180-degree physical turn. The expression 'auf dem Absatz kehrtmachen' means to turn on one's heel and leave abruptly.
kehren|rauskehren|C2|135076|to show off (colloquial); to sweep out|строить из себя; выставлять напоказ (разг.)|heraushängen lassen; herauskehren|Er muss ständig den reichen Mann rauskehren.|He constantly has to show off how rich he is.|Он постоянно строит из себя богача.|Er muss ständig den reichen Mann heraushängen lassen.|den Chef rauskehren; den Macker rauskehren|Separable verb. Colloquial contraction of 'herauskehren'. Used in informal contexts to mock or criticize someone who is acting arrogant or playing up a specific social role.
kehren|umkehren|C1|18719|to turn back; to reverse|поворачивать назад; изменять на противоположное|umdrehen; zurückgehen; reversieren|Wir mussten wegen des schlechten Wetters umkehren.|We had to turn back because of the bad weather.|Нам пришлось повернуть назад из-за плохой погоды.|Wir mussten wegen des schlechten Wetters zurückgehen.|die Reihenfolge umkehren; am Tor umkehren; das Verhältnis umkehren|Separable verb. Can be intransitive (to turn around, go back) or transitive (to mathematically, logically, or syntactically reverse a sequence or state).
kehren|verkehren|B2|6816|to associate with; to run (buses/trains); to turn into (the opposite)|общаться; курсировать (о транспорте); превращать (в противоположность)|umgehen mit; fahren; wandeln|Die Busse verkehren heute nur im Stundentakt.|The buses are only running hourly today.|Автобусы сегодня курсируют только раз в час.|Die Busse fahren heute nur im Stundentakt.|mit schlechten Kreisen verkehren; im Stundentakt verkehren; ins Gegenteil verkehren|Non-separable verb. Distinct meanings: 1) Public transport running scheduled routes. 2) Socializing/interacting with someone ('mit jemandem verkehren'). 3) Reflexive: 'sich ins Gegenteil verkehren' (to yield the exact opposite result).
kehren|wegkehren|C2|118246|to sweep away|сметать; убирать веником|wegfegen; beiseitefegen|Sie kehrte das Herbstlaub vom Gehweg weg.|She swept the autumn leaves off the sidewalk.|Она смела осенние листья с тротуара.|Sie fegte das Herbstlaub vom Gehweg weg.|den Schmutz wegkehren; Blätter wegkehren|Separable verb. Refers to physically clearing away dirt or garbage with a broom. Interchangeable synonym of 'wegfegen'.
kehren|wiederkehren|C2|31477|to return; to recur|возвращаться; повторяться|zurückkehren; sich wiederholen; wiederkommen|Die Erinnerungen kehrten im Traum wieder.|The memories returned in the dream.|Воспоминания вернулись во сне.|Die Erinnerungen kamen im Traum wieder.|regelmäßig wiederkehren; wiederkehrende Probleme; die verlorene Zeit kehrt nie wieder|Separable verb. Most frequently used for abstract things (seasons, memories, pain, recurring architectural/musical patterns) returning, rather than physical people, where 'zurückkehren' is preferred.
kehren|zukehren|C2|61331|to turn towards|поворачивать к (кому-либо/чему-либо)|zuwenden; hindrehen|Er kehrte ihr das Gesicht zu.|He turned his face towards her.|Он повернул к ней лицо.|Er wandte ihr das Gesicht zu.|jemandem den Rücken zukehren; die Schokoladenseite zukehren|Separable verb. Governs Dative of person and Accusative of body part ('jemandem den Rücken/das Gesicht zukehren'). 'Jemandem den Rücken zukehren' is a highly common idiom for ignoring, abandoning, or snubbing someone.
kehren|zurückkehren|B2|2568|to return; to go back|возвращаться|heimkehren; zurückkommen; umkehren|Wann wirst du aus dem Urlaub zurückkehren?|When will you return from vacation?|Когда ты вернешься из отпуска?|Wann wirst du aus dem Urlaub zurückkommen?|an den Arbeitsplatz zurückkehren; ins normale Leben zurückkehren; nach Hause zurückkehren|Separable verb. The standard, highly common verb for returning to a physical place, a previous state, or a task. More formal than 'zurückkommen'.
kehren|zusammenkehren|C2|77439|to sweep together|сметать в одну кучу|zusammenfegen; aufkehren|Wir müssen die Scherben vorsichtig zusammenkehren.|We have to carefully sweep the shards together.|Мы должны аккуратно смести осколки вместе.|Wir müssen die Scherben vorsichtig zusammenfegen.|Laub zusammenkehren; Staub zusammenkehren|Separable verb. Denotes the specific action of sweeping dispersed items (leaves, glass shards, dust) into a single centralized pile. Synonym of 'zusammenfegen'.
