word_base|word|word_level|word_freq|word_translation_en|word_translation_ru|word_synonyms|sentence_example|sentence_example_translation_en|sentence_example_translation_ru|sentence_synonym|typical_collocations|usage_comments_en
fallen|auseinanderfallen|C2|44822|to fall apart, disintegrate|разваливаться, распадаться|zerfallen; auseinanderbrechen; kaputtgehen|Die alte Koalition droht auseinanderzufallen.|The old coalition is in danger of falling apart.|Старая коалиция рискует распасться.|Die alte Koalition droht zu zerfallen.|in Stücke auseinanderfallen; ein Buch fällt auseinander|Separable verb. Refers to physical breakdown or abstract concepts like groups, ideas, or empires. Takes 'sein'.
fallen|ausfallen|B2|2529|to be cancelled, fail, turn out|отменяться, выпадать (волосы), оказываться|ausbleiben; entfallen; wegfallen; enden|Der Unterricht fällt heute wegen Krankheit des Lehrers aus.|Class is cancelled today due to the teacher's illness.|Занятие сегодня отменяется из-за болезни учителя.|Der Unterricht entfällt heute wegen Krankheit des Lehrers.|der Strom fällt aus; Haare fallen aus; das Ergebnis fällt gut aus|Separable verb. Has diverse meanings: cancellation (of events), hair loss, physical failure (power outage), or how something turns out (gut/schlecht ausfallen). Conjugated with 'sein'.
fallen|befallen|B2|9747|to affect, attack, infest (disease/pests)|поражать, охватывать (о болезни, страхе)|heimsuchen; anstecken; beherrschen|Die Pflanzen wurden von Schädlingen befallen.|The plants were infested with pests.|Растения были поражены вредителями.|Die Pflanzen wurden von Schädlingen heimgesucht.|von einer Krankheit befallen werden; von Angst befallen sein|Inseparable verb. Transitive, taking an accusative object (mostly passive voice, e.g., 'befallen werden'). Takes 'haben' in the perfect tense.
fallen|beifallen|C2|197599|to occur to (someone), come to mind|приходить на ум, одобрять|einfallen; in den Sinn kommen; zustimmen|Sein Name will mir einfach nicht beifallen.|His name just won't come to my mind.|Его имя никак не приходит мне в голову.|Sein Name will mir einfach nicht einfallen.|jemandem beifallen; spontan beifallen|Separable. Mostly obsolete or regional for 'einfallen'. Takes dative object. Takes 'sein'.
fallen|dahinfallen|C2|140752|to fall down, pass away, perish|падать ниц, увядать, гибнуть|sterben; vergehen; hinstürzen|Viele Soldaten mussten auf dem Schlachtfeld dahinfallen.|Many soldiers had to perish on the battlefield.|Многим солдатам пришлось погибнуть на поле боя.|Viele Soldaten mussten auf dem Schlachtfeld sterben.|wie die Fliegen dahinfallen; entseelt dahinfallen|Poetic/elevated style. Separable. Used to describe dying, collapsing, or fading away. Takes 'sein'.
fallen|danebenfallen|C2|200693|to fall beside, miss (when falling)|упасть мимо|verfehlen; danebengehen|Der Ball sollte in den Korb, ist aber danebengefallen.|The ball was supposed to go into the basket, but fell beside it.|Мяч должен был попасть в корзину, но упал мимо.|Der Ball sollte in den Korb, ist aber danebengegangen.|danebenfallen beim Wurf; knapp danebenfallen|Literal meaning. Separable. Uncommon but very clear in its components (daneben + fallen). Takes 'sein'.
fallen|durchfallen|C1|22815|to fail (an exam), fall through|провалиться (на экзамене, сквозь что-то)|scheitern; nicht bestehen; durchrasseln|Er ist leider bei der Fahrprüfung durchgefallen.|Unfortunately, he failed his driving test.|К сожалению, он провалился на экзамене по вождению.|Er hat leider die Fahrprüfung nicht bestanden.|bei einer Prüfung durchfallen; mit Pauken und Trompeten durchfallen|Separable verb. Often used with the preposition 'bei' + dative for exams. Takes 'sein'.
fallen|einfallen|B2|4436|to occur to, remember, collapse, invade|приходить в голову, обрушиваться, вторгаться|in den Sinn kommen; einstürzen; einmarschieren|Mir fällt im Moment kein besseres Beispiel ein.|I can't think of a better example at the moment.|Мне сейчас не приходит в голову пример получше.|Mir kommt im Moment kein besseres Beispiel in den Sinn.|jemandem fällt etwas ein; eine Decke fällt ein; feindliche Truppen fallen ein|Separable verb. Most commonly used as 'jemandem (Dative) fällt etwas (Nominative) ein'. Also means to collapse (e.g., roof) or invade (in ein Land einfallen). Takes 'sein'.
fallen|entfallen|B2|2998|to escape (someone's mind), slip, be omitted, fall to|выпасть из памяти, отпадать, приходиться на долю|vergessen werden; wegfallen; entgleiten|Ihr Name ist mir leider entfallen.|Unfortunately, her name has escaped my mind.|Её имя, к сожалению, вылетело у меня из головы.|Ihr Name ist mir leider entglitten.|jemandem entfallen; auf jemanden entfallen|Inseparable verb. 'jemandem entfallen' is a polite way to say you forgot something. 'auf jemanden entfallen' means to fall to someone's share (e.g., votes/costs). Takes 'sein'.
fallen|flachfallen|C2|136170|to fall through, be cancelled|отменяться, накрыться медным тазом|ausfallen; ins Wasser fallen; wegfallen|Unser geplanter Urlaub muss dieses Jahr leider flachfallen.|Unfortunately, our planned vacation has to be cancelled this year.|Наш запланированный отпуск в этом году, к сожалению, должен отмениться.|Unser geplanter Urlaub muss dieses Jahr leider ausfallen.|eine Party fällt flach; flachfallen müssen|Highly colloquial. Separable. Used to indicate that a planned event or activity cannot take place. Takes 'sein'.
fallen|fortfallen|C2|111794|to cease to apply, be discontinued, fall away|отпадать, прекращаться, упраздняться|wegfallen; entfallen; aufhören|Durch die Reform werden einige Steuern fortfallen.|Due to the reform, some taxes will be discontinued.|В результате реформы некоторые налоги будут отменены.|Durch die Reform werden einige Steuern wegfallen.|ersatzlos fortfallen; Gebühren fallen fort|Formal/administrative style. Separable. Used when rules, regulations, costs, or positions are permanently removed. Takes 'sein'.
fallen|gefallen|A1|8427|to please, like|нравиться|zusagen; ansprechen; munden|Das neue Auto gefällt mir sehr gut.|I like the new car very much.|Мне очень нравится новая машина.|Das neue Auto sagt mir sehr zu.|jemandem gut gefallen; sich gefallen lassen|Inseparable verb. Takes a dative object: 'jemandem gefallen'. Do not confuse with the past participle of 'fallen' (ist gefallen). Takes 'haben'.
fallen|gegeneinanderfallen|C2|262109|to fall against each other, clash|сталкиваться, падать друг на друга|aufeinanderprallen; kollidieren|Wenn die Dominosteine gegeneinanderfallen, gibt es ein Geräusch.|When the dominoes fall against each other, it makes a sound.|Когда домино падают друг на друга, раздается звук.|Wenn die Dominosteine aufeinanderprallen, gibt es ein Geräusch.|Steine fallen gegeneinander; gegeneinanderfallen und zerbrechen|Rare, literal word. Separable. Indicates physical objects colliding or falling against one another. Takes 'sein'.
fallen|heimfallen|C2|206368|to revert to (legal), fall back to|переходить во владение (обратно), возвращаться|zurückfallen; anheimfallen|Nach dem Tod des Pächters fiel das Land dem Besitzer heim.|After the tenant's death, the land reverted to the owner.|После смерти арендатора земля перешла обратно к владельцу.|Nach dem Tod des Pächters fiel das Land dem Besitzer zurück.|dem Staat heimfallen; dem Eigentümer heimfallen|Legal jargon. Separable. Refers to properties or rights reverting to their original owner or the state. Takes dative. Takes 'sein'.
fallen|herabfallen|C2|72142|to fall down, drop (from a height)|падать, валиться вниз (с высоты)|herunterfallen; herabstürzen; hinabfallen|Die Äpfel fallen reif vom Baum herab.|The ripe apples fall down from the tree.|Спелые яблоки падают с дерева вниз.|Die Äpfel stürzen reif vom Baum herab.|herabfallende Steine; vom Himmel herabfallen|Elevated or precise physical description. Separable. Indicates movement downward towards the speaker's perspective (herab-). Takes 'sein'.
fallen|herauffallen|C2|221334|to fall upward (figurative/ironic)|упасть вверх, продвинуться по службе за счет неудачи|befördert werden; aufsteigen|In der Politik kann man manchmal herauffallen, wenn man Fehler macht.|In politics, one can sometimes fall upward when making mistakes.|В политике иногда можно продвинуться вверх, совершая ошибки.|In der Politik kann man manchmal aufsteigen, wenn man Fehler macht.|die Treppe herauffallen; die Karriereleiter herauffallen|Highly figurative/ironic expression (cf. 'failing upward'). Literally rare (to fall up a staircase towards the speaker). Separable. Takes 'sein'.
fallen|herausfallen|C2|36631|to fall out|выпадать, вываливаться|herausrutschen; herausfallen; rausfallen|Die Münzen sind mir aus der Tasche herausgefallen.|The coins fell out of my pocket.|Монеты выпали у меня из кармана.|Die Münzen sind mir aus der Tasche rausgefallen.|aus dem Rahmen herausfallen; aus der Rolle herausfallen|Separable verb. Describes physical falling out of an enclosed space towards the observer. Figuratively: 'aus dem Rahmen fallen' (to be out of the ordinary). Takes 'sein'.
fallen|hereinfallen|C2|27909|to fall in, be conned/tricked, be deceived|попадаться на удочку, быть обманутым|reingelegt werden; getäuscht werden; reinfallen|Lass dich nicht täuschen, man kann leicht auf diesen Trick hereinfallen.|Don't be fooled, one can easily fall for this trick.|Не дай себя обмануть, на эту уловку легко попасться.|Lass dich nicht täuschen, man kann leicht auf diesen Trick reinfallen.|auf einen Trick hereinfallen; auf ein Angebot hereinfallen|Separable verb. Commonly used with the preposition 'auf' + accusative. Highly idiomatic in the sense of being duped. Takes 'sein'.
fallen|herfallen|C2|35188|to pounce on, attack, fall upon|набрасываться (на еду, на кого-то)|hergeben; herstürzen; sich stürzen auf|Die hungrigen Gäste fielen sofort über das Buffet her.|The hungry guests immediately pounced on the buffet.|Голодные гости сразу же набросились на шведский стол.|Die hungrigen Gäste stürzten sich sofort auf das Buffet.|über das Essen herfallen; über jemanden herfallen|Separable verb. Used with preposition 'über' + accusative. Can mean attacking aggressively, criticising, or eagerly consuming food. Takes 'sein'.
fallen|herniederfallen|C2|191316|to fall down, descend (solemn/archaic)|ниспадать, падать ниц|herabfallen; herabsinken; niedersinken|Ein feiner Regen fiel auf die trockene Erde hernieder.|A fine rain fell down upon the dry earth.|Мелкий дождь ниспадал на сухую землю.|Ein feiner Regen fiel auf die trockene Erde herab.|Segen fällt hernieder; Laub fällt hernieder|Poetic or archaic style. Separable. Used in literary texts to depict graceful or solemn downward motion. Takes 'sein'.
fallen|hinauffallen|C2|185985|to fall upward, be promoted undeservedly|продвинуться наверх по службе из-за ошибки (упасть вверх)|aufsteigen; befördert werden|Durch glückliche Umstände ist er die Karriereleiter hinaufgefallen.|Through fortunate circumstances, he fell up the career ladder.|Благодаря счастливым обстоятельствам он поднялся вверх по карьерной лестнице.|Durch glückliche Umstände ist er die Karriereleiter hinaufgestiegen.|die Karriereleiter hinauffallen|Figurative, often ironic concept of failing upward (away from the observer, hence 'hinauf-'). Separable. Takes 'sein'.
fallen|hinausfallen|C2|148505|to fall out (away from observer)|выпадать наружу|herausfallen; rausfallen|Wenn das Fenster offen ist, kann der Ball hinausfallen.|If the window is open, the ball can fall out.|Если окно открыто, мяч может выпасть наружу.|Wenn das Fenster offen ist, kann the Ball herausfallen.|aus dem Fenster hinausfallen|Literal movement outwards away from the speaker's location. Separable. Takes 'sein'.
fallen|hineinfallen|C2|67325|to fall into|падать внутрь, попадать во что-то|hineinstürzen; fallen in; reinfallen|Pass auf, dass du nicht in das tiefe Loch hineinfällst!|Watch out that you don't fall into the deep hole!|Осторожно, не упади в глубокую яму!|Pass auf, dass du nicht in das tiefe Loch reinfällst!|in ein Loch hineinfallen; ins Wasser hineinfallen|Separable. Describes falling into an enclosed space or container away from the speaker. Takes 'sein'.
fallen|hinfallen|C2|32531|to fall down, slip and fall|упасть, растянуться на земле|stürzen; hinfallen; ausgleiten|Das Kind ist auf dem nassen Pflaster hingefallen.|The child fell down on the wet pavement.|Ребенок упал на мокром тротуаре.|Das Kind ist auf dem nassen Pflaster gestürzt.|böse hinfallen; auf Knie hinfallen|Very common everyday verb for accidentally falling onto the ground. Separable. Takes 'sein'.
fallen|hintenüberfallen|C2|190266|to fall backward, be neglected|упасть навзничь, быть проигнорированным|hintenüberkippen; vernachlässigt werden; zu kurz kommen|Bei dem neuen Budget drohen unsere Projekte hintenüberzufallen.|Under the new budget, our projects risk falling by the wayside.|При новом бюджете наши проекты рискуют остаться без внимания.|Bei dem neuen Budget drohen unsere Projekte vernachlässigt zu werden.|hintenüberfallen bei Planungen; ein Thema fällt hintenüber|Colloquial. Separable. Used literally for falling backward or figuratively when a topic/project is neglected or ignored due to other priorities. Takes 'sein'.
fallen|hinunterfallen|C2|98536|to fall down|падать вниз, скатываться вниз|herabfallen; hinabstürzen; runterfallen|Die Brille ist mir die Klippe hinuntergefallen.|My glasses fell down the cliff.|Мои очки упали вниз с обрыва.|Die Brille ist mir die Klippe runtergefallen.|die Treppe hinunterfallen; vom Tisch hinunterfallen|Separable. Expresses falling downward away from the observer's viewpoint. Takes 'sein'.
fallen|hinwegfallen|C2|227323|to be eliminated, cease to apply, fall away|устраняться, отпадать, терять силу|wegfallen; fortfallen; entfallen|Durch die Automatisierung werden viele Arbeitsschritte hinwegfallen.|Through automation, many work steps will be eliminated.|Благодаря автоматизации многие рабочие этапы отпадут.|Durch die Automatisierung werden viele Arbeitsschritte wegfallen.|Hindernisse fallen hinweg; Pflichten fallen hinweg|Rare, formal. Separable. Used to indicate that a task, step, obstacle, or rule is permanently discarded. Takes 'sein'.
fallen|leichtfallen|C2|52575|to come easy to (someone)|даваться легко|leicht sein; mühelos gelingen|Fremdsprachen fallen ihm schon immer leicht.|Foreign languages have always come easy to him.|Иностранные языки всегда давались ему легко.|Fremdsprachen zu lernen gelingt ihm schon immer mühelos.|jemandem leichtfallen; das Lernen fällt leicht|Separable verb (leicht + fallen, written as one word). Dative construction: 'jemandem (Dative) leichtfallen'. Opposite of 'schwerfallen'. Takes 'sein'.
fallen|missfallen|C1|255894|to displease, dislike|не нравиться, вызывать неудовольствие|missbeharken; missgönnen; nicht gefallen|Seine arrogante Art missfällt mir zutiefst.|His arrogant manner displeases me deeply.|Его высокомерная манера мне глубоко неприятна.|Seine arrogante Art gefällt mir überhaupt nicht.|jemandem zutiefst missfallen; das Verhalten missfällt jemandem|Inseparable. High register. Takes dative object: 'jemandem missfallen'. Takes 'haben' in the perfect.
fallen|nachfallen|C2|206790|to fall after, fall subsequently, keep falling|сыпаться следом, продолжать падать|nachstürzen; nachrutschen|Nach der ersten Lawine kann noch mehr Schnee nachfallen.|After the first avalanche, more snow can fall subsequently.|После первой лавины следом может сойти еще больше снега.|Nach der ersten Lawine kann noch mehr Schnee nachrutschen.|Gestein fällt nach; Kohle fällt nach|Separable. Used in contexts like mining, geology, or snow dynamics when additional material loose-falls shortly after a primary fall. Takes 'sein'.
fallen|niederfallen|C2|112945|to fall down, prostrate oneself|падать ниц, падать на колени|niedersinken; hinstürzen; sich niederwerfen|Sie fielen ehrfürchtig vor dem König nieder.|They fell down in awe before the king.|Они благоговейно пали ниц перед королём.|Sie warfen sich ehrfürchtig vor dem König nieder.|auf die Knie niederfallen; vor dem Altar niederfallen|Elevated style. Separable. Often used in religious, historical, or ceremonial contexts. Takes 'sein'.
fallen|rausfallen|C2|58791|to fall out (colloquial)|вываливаться, выпадать|herausfallen; hinausfallen|Pass auf, dass dein Handy nicht aus der Tasche rausfällt!|Watch out that your phone doesn't fall out of your pocket!|Смотри, чтобы твой телефон не выпал из кармана!|Pass auf, dass dein Handy nicht aus der Tasche herausfällt!|aus dem Bett rausfallen; aus dem Auto rausfallen|Colloquial contraction of 'herausfallen'. Separable. Used in spoken German. Takes 'sein'.
fallen|reinfallen|C2|33910|to fall into, be tricked (colloquial)|упасть внутрь, попасться на уловку|hereinfallen; reingelegt werden; aufsitzen|Ich bin auf sein nettes Lächeln reingefallen.|I fell for his nice smile.|Я попался на его милую улыбку.|Ich bin auf sein nettes Lächeln hereingefallen.|auf eine Masche reinfallen; voll auf etwas reinfallen|Colloquial abbreviation of 'hereinfallen'. Separable. Extremely common in casual conversation. Takes 'sein'.
fallen|schwerfallen|C1|20987|to be difficult for (someone)|даваться с трудом|schwer sein; Mühe bereiten; misslingen|Der Abschied von den Kollegen fiel ihr sichtlich schwer.|Saying goodbye to her colleagues was visibly difficult for her.|Прощание с коллегами далось ей заметно нелегко.|Der Abschied von den Kollegen bereitete ihr sichtlich Mühe.|jemandem schwerfallen; die Entscheidung fällt schwer; der Anfang fällt schwer|Separable verb (schwer + fallen, written as one word). Dative construction: 'jemandem (Dative) schwerfallen'. Opposite of 'leichtfallen'. Takes 'sein'.
fallen|totfallen|C2|233805|to drop dead|упасть замертво|tot umfallen; sterben; das Zeitliche segnen|Der Vogel ist einfach totgefallen.|The bird simply dropped dead.|Птица просто упала замертво.|Der Vogel ist einfach tot umgefallen.|totfallen vor Schreck; plötzlich totfallen|Rare, literary/colloquial mix. Usually 'tot umfallen' is preferred. Separable. Takes 'sein'.
fallen|übereinanderfallen|C2|258559|to fall over each other, overlap|падать друг на друга, накладываться друг на друга|aufeinanderfallen; übereinanderliegen|Die Buchstapel fielen übereinander.|The stacks of books fell over each other.|Стопки книг упали друг на друга.|Die Buchstapel fielen aufeinander.|übereinanderfallen bei der Kollision; Schichten fallen übereinander|Separable. Describes physical things collapsing on top of one another. Takes 'sein'.
fallen|übereinfallen|C2|237605|to fall in together, collapse inwards|рушиться внутрь, обваливаться|einstürzen; zusammenfallen|Die alten Holzhütten sind im Winter übereingefallen.|The old wooden huts collapsed inwards during winter.|Старые деревянные хижины обрушились внутрь зимой.|Die alten Holzhütten sind im Winter eingestürzt.|Gebäude fallen überein|Rare. Do not confuse with 'übereinkommen' (to agree) or 'übereinanderfallen'. Separable. Takes 'sein'.
fallen|überfallen|B2|22845|to attack, raid, mug|нападать, грабить, атаковать|angreifen; berauben; überrumpeln|Gestern wurde eine Bank im Stadtzentrum überfallen.|Yesterday, a bank in the city center was robbed.|Вчера в центре города ограбили банк.|Gestern wurde eine Bank im Stadtzentrum beraubt.|eine Bank überfallen; jemanden auf der Straße überfallen; Müdigkeit überfällt jemanden|Inseparable verb. Transitive (takes an accusative object). Can be physical (robbery) or abstract (sleep, exhaustion, fear overcoming someone). Takes 'haben'.
fallen|umfallen|C2|23608|to fall over, tip over, faint|падать (набок), валиться с ног, упасть в обморок|umkippen; stürzen; ohnmächtig werden|Die Vase ist umgefallen und das Wasser ist ausgelaufen.|The vase tipped over and the water spilled out.|Ваза упала, и вода вылилась.|Die Vase ist umgekippt und das Wasser ist ausgelaufen.|wie eine Fliege umfallen; vor Müdigkeit umfallen|Separable verb. Describes standing objects (or people) losing balance and falling to the side. Takes 'sein'.
fallen|verfallen|B2|6645|to decay, expire, fall prey to|разрушаться, истекать (о сроке), приходить в упадок|verrotten; ablaufen; verkommen|Das alte Schloss verfällt seit Jahrzehnten.|The old castle has been decaying for decades.|Старый замок разрушается десятилетиями.|Das alte Schloss verkommt seit Jahrzehnten.|Gutscheine verfallen; in Panik verfallen; dem Alkohol verfallen|Inseparable verb. Multi-functional: physical decay, expiration of documents/coupons ('abgelaufen/verfallen'), or falling into a negative state/addiction (in Panik/dem Alkohol verfallen). Takes 'sein'.
fallen|vorfallen|C2|40792|to happen, occur; (medicine) to prolapse|происходить, случаться; (мед.) выпадать|geschehen; sich ereignen; passieren|Es ist heute im Büro etwas Merkwürdiges vorgefallen.|Something strange happened in the office today.|Сегодня в офисе произошло что-то странное.|Es ist heute im Büro etwas Merkwürdiges passiert.|ein Vorfall ereignet sich; etwas fällt vor; Bandscheibe fällt vor|Separable verb. Often used in administrative or official contexts for unexpected incidents. In medicine, it means 'prolapse' (e.g. disc prolapse). Takes 'sein'.
fallen|vornüberfallen|C2|195708|to fall forward, fall headfirst|упасть лицом вперед, упасть ничком|vornüberkippen; hinfallen|Er stolperte und fiel vornüber auf den Teppich.|He stumbled and fell headfirst onto the carpet.|Он споткнулся и упал лицом вперед на ковер.|Er stolperte und kippte vornüber auf den Teppich.|stolpern und vornüberfallen|Separable verb. Specifically describes falling forwards, often clumsily. Takes 'sein'.
fallen|wegfallen|B2|8678|to be discontinued, fall away, cease to apply|отпадать, упраздняться, исчезать|fortfallen; entfallen; entbehrlich werden|Ab nächstem Monat fällt die Gebühr komplett weg.|From next month, the fee will be completely discontinued.|Со следующего месяца плата полностью отменяется.|Ab nächstem Monat fällt die Gebühr komplett fort.|Arbeitsplätze fallen weg; Hürden fallen weg; Kosten fallen weg|Separable. Common in economic, financial, or political contexts meaning a cost, job, rule, or requirement is removed. Takes 'sein'.
fallen|zerfallen|C1|13472|to disintegrate, decay, break down (into)|распадаться, разрушаться, разлагаться|zerbröckeln; auseinanderfallen; degenerieren|Das alte Imperium zerfiel in viele kleine Staaten.|The old empire disintegrated into many small states.|Древняя империя распалась на множество мелких государств.|Das alte Imperium fiel in viele kleine Staaten auseinander.|in Atome zerfallen; zu Staub zerfallen; in Trümmer zerfallen|Inseparable verb. Often used with the preposition 'in' + accusative. Describes both chemical decay and political/geographical fragmentation. Takes 'sein'.
fallen|zufallen|C2|24402|to shut, close (door/eyes); fall to (as a task)|захлопываться (о двери), закрываться (о глазах), доставаться (о задаче)|sich schließen; zuschlagen; anheimfallen|Die Tür fiel durch den starken Wind von alleine zu.|The door shut by itself due to the strong wind.|Дверь захлопнулась сама собой из-за сильного ветра.|Die Tür schlug durch den starken Wind von alleine zu.|die Augen fallen zu; eine Tür fällt zu; eine Aufgabe fällt jemandem zu|Separable verb. Has two primary meanings: physical closing (doors, eyes when sleepy) or figurative allocation of tasks/assets ('jemandem fällt die Aufgabe zu'). Takes 'sein'.
fallen|zurückfallen|C1|13309|to fall back, lag behind, revert|отставать, падать назад, возвращаться (к прежнему состоянию)|zurückbleiben; hinterherhinken; rückfällig werden|Der Läufer fiel nach der Hälfte des Rennens zurück.|The runner fell behind after half of the race.|Бегун отстал после половины дистанции.|Der Läufer blieb nach der Hälfte des Rennens zurück.|hinter die Konkurrenz zurückfallen; in alte Muster zurückfallen; auf jemanden zurückfallen|Separable. Used physically (lagging behind in a race), figuratively (relapsing into old habits: 'in alte Muster zurückfallen'), or for consequences returning to affect the originator ('fällt auf ihn zurück'). Takes 'sein'.
fallen|zusammenfallen|C2|24002|to collapse, coincide (dates)|обрушиваться, рушиться, совпадать (по времени)|einstürzen; kollidieren; übereinstimmen|Das alte Fabrikgebäude ist völlig zusammengefallen.|The old factory building has completely collapsed.|Старое здание фабрики полностью обрушилось.|Das alte Fabrikgebäude ist völlig eingestürzt.|in sich zusammenfallen; Termine fallen zusammen|Separable. Can describe a physical collapse ('in sich zusammenfallen' - collapse into itself) or temporal coincidence (dates/events overlapping). Takes 'sein'.
