word_base|word|word_level|word_freq|word_translation_en|word_translation_ru|word_synonyms|sentence_example|sentence_example_translation_en|sentence_example_translation_ru|sentence_synonym|typical_collocations|usage_comments_en
kommen|dahinterkommen|C2|89725|to find out; to figure out; to discover|докопаться; разузнать; догадаться|herausfinden; aufdecken; entdecken|Ich bin endlich dahintergekommen, wie das funktioniert.|I finally figured out how this works.|Я наконец-то понял, как это работает.|Ich habe endlich herausgefunden, wie das funktioniert.|hinter ein Geheimnis kommen; dahinterkommen, wie etwas geht|Separable verb, conjugates with 'sein'. Implies discovering a secret, finding out the hidden mechanism behind something, or seeing through a trick.
kommen|davonkommen|C1|16378|to get away; to escape; to get off (lightly)|отделаться; спастись; уйти от наказания|entkommen; entgehen; überleben|Der Dieb konnte mit einer Geldstrafe glimpflich davonkommen.|The thief got off lightly with a fine.|Вор легко отделался штрафом.|Der Dieb konnte einer Gefängnisstrafe entgehen.|glimpflich davonkommen; mit dem Schrecken davonkommen; ohne Strafe davonkommen|Separable verb, conjugates with 'sein'. Often paired with the adverb 'glimpflich' (lightly/scatheless) or used in the idiom 'mit dem Schrecken davonkommen' (to escape with a scare).
kommen|durchkommen|C1|14348|to get through; to pull through; to pass|проходить; пробиваться; выжить; справиться|durchdringen; überleben; bestehen|Nach der schweren Operation ist er glücklicherweise durchgekommen.|Fortunately, he pulled through after the major surgery.|К счастью, он выкарабкался после тяжелой операции.|Nach der schweren Operation hat er glücklicherweise überlebt.|am Telefon durchkommen; bei einer Prüfung durchkommen; mit einer Lüge durchkommen|Separable, auxiliary 'sein'. Multi-faceted meaning: physical passage, surviving an illness ('pull through'), getting connected on the phone, or passing an exam.
kommen|einkommen|B2|60344|to come in (of money); to file (an application/petition)|поступать (о деньгах); подавать (заявление)|eingehen; einreichen; einsenden|Das Geld ist gestern auf dem Konto eingekommen.|The money came into the account yesterday.|Деньги вчера поступили на счет.|Das Geld ist gestern auf dem Konto eingegangen.|um Entlassung einkommen; Gelder kommen ein|Separable, auxiliary 'sein'. The verb is formal and administrative; today, 'eingehen' is preferred for money, and 'einreichen' for petitions. The noun 'Einkommen' (income) is extremely common.
kommen|emporkommen|C2|151492|to rise; to make one's way up; to prosper|выбиться в люди; подняться; преуспеть|aufsteigen; Karriere machen; emporarbeiten|Durch harte Arbeit ist er schnell emporgekommen.|Through hard work, he quickly rose in status.|Благодаря упорному труду он быстро поднялся по социальной лестнице.|Durch harte Arbeit ist er schnell aufgestiegen.|gesellschaftlich emporkommen; schnell emporkommen|Separable, auxiliary 'sein'. Has an elevated or slightly literary register. Typically refers to upward social or economic mobility.
kommen|entgegenkommen|C1|17765|to come towards; to meet halfway; to accommodate|идти навстречу; уступать; подходить|entgegenlaufen; entgegengehen; entgegenkommen|Die Firma ist mir beim Preis ein wenig entgegengekommen.|The company met me halfway on the price.|Компания немного пошла мне навстречу по цене.|Die Firma hat mir beim Preis einen Rabatt gewährt.|jdm. auf halbem Weg entgegenkommen; preislich entgegenkommen; Wünschen entgegenkommen|Separable, auxiliary 'sein'. Governs the dative. Highly popular in business and negotiations to express compromise or flexibility. The adjective 'entgegenkommend' means cooperative or obliging.
kommen|entkommen|B2|7271|to escape; to get away|убежать; спастись; ускользнуть|entfliehen; flüchten; entgehen|Der Gefangene konnte aus dem Gefängnis entkommen.|The prisoner was able to escape from prison.|Заключенный смог сбежать из тюрьмы.|Der Gefangene konnte aus dem Gefängnis entfliehen.|aus dem Gefängnis entkommen; dem Schicksal entkommen; der Gefahr entkommen|Inseparable verb. Conjugates with 'sein'. Governs the dative when referring to abstract escape ('dem Tod entkommen'), but uses 'aus' + dative for physical structures.
kommen|fortkommen|C2|116290|to get away; to make progress; to thrive|уходить; продвигаться; делать успехи; расти|wegkommen; vorankommen; Fortschritte machen|Wir müssen zusehen, wie wir von hier fortkommen.|We must see how we get away from here.|Нам нужно подумать, как нам выбраться отсюда.|Wir müssen zusehen, wie wir von hier wegkommen.|im Leben fortkommen; rasch fortkommen; von der Stelle fortkommen|Separable, auxiliary 'sein'. Can mean physically leaving a spot, but in formal contexts, it means making progress in life or career ('im Leben fortkommen'). Plants can also 'fortkommen' (grow well).
kommen|gleichkommen|C1|20574|to equal; to be equivalent to|равняться; быть равносильным|entsprechen; gleichstehen; ähneln|Seine Antwort kommt einer Absage gleich.|His answer is equivalent to a rejection.|Его ответ равносилен отказу.|Seine Antwort entspricht einer Absage.|einer Katastrophe gleichkommen; einem Wunder gleichkommen; einer Beleidigung gleichkommen|Separable, auxiliary 'sein'. Governs the dative. Primarily used to describe abstract equivalence, highlighting that a certain action has the same gravity or effect as another concept.
kommen|herabkommen|C2|98348|to come down; to degrade (socially/physically)|спускаться; опускаться (в социальном плане); приходить в упадок|herunterkommen; absteigen; verfallen|Bitte komm die Treppe herab.|Please come down the stairs.|Пожалуйста, спустись по лестнице.|Bitte komm die Treppe herunter.|von den Bergen herabkommen; moralisch herabkommen|Separable, auxiliary 'sein'. 'Herab-' indicates motion from high to low relative to the speaker. Somewhat more literary and elevated than 'herunterkommen'. Can also mean moral or financial decline.
kommen|herankommen|C1|12571|to approach; to get close; to match (in quality)|подходить; приближаться; сравниться|herannahen; herantreten; heranrücken|Lass den Hund nicht so nah an dich herankommen.|Don't let the dog get so close to you.|Не подпускай собаку так близко к себе.|Lass den Hund nicht so nah an dich herantreten.|an jmdn. herankommen; schwer heranzukommen sein|Separable, auxiliary 'sein'. Commonly used with 'an' + accusative. Figuratively, 'an jmdn./etw. herankommen' means to match someone's skill level or reach a standard (e.g. 'Niemand kommt an sie heran').
kommen|heraufkommen|C2|97152|to come up; to rise (storms, feelings)|подниматься (наверх); надвигаться (о грозе)|hinaufkommen; aufsteigen; heraufziehen|Du kannst gerne zu mir heraufkommen.|You are welcome to come up to my place.|Ты можешь подняться ко мне (наверх).|Du kannst gerne zu mir hochkommen.|die Treppe heraufkommen; ein Gewitter kommt herauf|Separable, auxiliary 'sein'. Indicates upward movement toward the speaker. Figuratively used for approaching weather patterns or arising emotions.
kommen|herausbekommen|C2|37004|to get out; to find out; to get change back|выяснить; разузнать; получить сдачу; вытащить|herausfinden; lösen; herauskriegen|Hast du die Lösung für die Matheaufgabe herausbekommen?|Did you figure out the solution to the math problem?|Ты нашел решение математической задачи?|Hast du die Lösung für die Matheaufgabe herausgefunden?|ein Geheimnis herausbekommen; Wechselgeld herausbekommen; einen Fleck herausbekommen|Separable, auxiliary 'haben' (as it derives from 'bekommen'). Can mean to physically extract (e.g., a stain), to calculate/solve a problem, or to receive change from a transaction.
kommen|herauskommen|B2|5741|to come out; to be published; to turn out|выходить (наружу); публиковаться; выясняться|erscheinen; herauskommen; bekannt werden|Das neue Buch von ihr wird nächsten Monat herauskommen.|Her new book will come out next month.|Ее новая книга выйдет в следующем месяце.|Das neue Buch von ihr wird nächsten Monat erscheinen.|aus dem Haus herauskommen; die Wahrheit kommt heraus; groß herauskommen|Separable, auxiliary 'sein'. Frequently used for the publication of media (books, albums), or for truth/secrets coming to light.
kommen|herbeikommen|C2|128337|to approach; to come near (towards a scene)|подходить; приближаться; прибегать|herannahen; herbeieilen; herankommen|Viele neugierige Menschen kamen schnell herbei.|Many curious people quickly approached.|Быстро подошло много любопытных людей.|Viele neugierige Menschen kamen schnell heran.|herbeigeeilt kommen; herbeikommen und helfen|Separable, auxiliary 'sein'. Slightly literary. Indicates moving closer to a specific point or scene of action from a distance.
kommen|hereinkommen|C2|32889|to come in; to enter|входить (внутрь)|eintreten; hereingehen; reinkommen|Bitte klopfen Sie, bevor Sie hereinkommen.|Please knock before you come in.|Пожалуйста, постучите, прежде чем войти.|Bitte klopfen Sie, bevor Sie eintreten.|hereinspaziert kommen; zur Tür hereinkommen|Separable, auxiliary 'sein'. Implies entering a space where the speaker currently is. Frequently used in the imperative: 'Herein!' (Come in!). Colloquial short form is 'reinkommen'.
kommen|herkommen|C1|85603|to come from; to originate; to come here|происходить (родом); подходить сюда|stammen; herstammen; herkommen|Wo kommen Sie ursprünglich her?|Where do you originally come from?|Откуда вы родом изначально?|Woher stammen Sie ursprünglich?|von weit herkommen; herkommen zu mir; das kommt davon her|Separable, auxiliary 'sein'. Often split in spoken German ('Wo kommst du her?'). Refers to geographical/causal origin or physical movement towards the speaker.
kommen|herüberkommen|C2|70325|to come over (to this side)|приходить (сюда); перебираться (на нашу сторону)|rüberkommen; herüberwechseln; herbeikommen|Möchtest du heute Abend zu uns herüberkommen?|Would you like to come over to our place tonight?|Не хочешь зайти к нам сегодня вечером?|Möchtest du heute Abend zu uns rüberkommen?|zu Besuch herüberkommen; über die Straße herüberkommen|Separable, auxiliary 'sein'. Implies crossing a physical boundary (like a street or yard) to arrive where the speaker is. Colloquially shortened to 'rüberkommen'.
kommen|herumkommen|C2|23650|to get around; to bypass; to avoid|обойти; избежать; распространяться|umgehen; herumreisen; die Runde machen|Um diese lästige Pflicht wirst du nicht herumkommen.|You won't get out of this tedious duty.|Тебе не избежать этой досадной обязанности.|Diese lästige Pflicht wirst du nicht umgehen können.|in der Welt herumkommen; um ein Thema herumkommen; das Gerücht kommt herum|Separable, auxiliary 'sein'. 'Um etwas (Akk.) herumkommen' is a common idiom meaning to avoid or bypass a task. It can also mean to travel widely ('herumreisen').
kommen|herunterkommen|C2|50273|to come down; to degrade; to run down|спускаться; опускаться; приходить в упадок|herabkommen; verwahrlosen; verfallen|Nach dem Verlust seiner Arbeit ist er sozial sehr heruntergekommen.|After losing his job, he became socially very run down.|После потери работы он сильно опустился в социальном плане.|Nach dem Verlust seiner Arbeit ist er sozial sehr herabgekommen.|von der Treppe herunterkommen; ein heruntergekommenes Haus; moralisch heruntergekommen|Separable, auxiliary 'sein'. While it means literally walking down, it is widely used as a past participle adjective ('heruntergekommen') to describe neglected, shabby, or dilapidated places and people.
kommen|hervorkommen|C2|63584|to emerge; to come out (from hiding)|появляться; выходить (из укрытия)|heraustreten; erscheinen; zum Vorschein kommen|Endlich kam die Sonne hinter den Wolken hervor.|At last the sun emerged from behind the clouds.|Наконец из-за туч показалось солнце.|Endlich kam die Sonne hinter den Wolken zum Vorschein.|hinter einem Baum hervorkommen; aus der Deckung hervorkommen|Separable, auxiliary 'sein'. Typically used for something appearing from behind an obstacle or emerging out of concealment.
kommen|herzukommen|C2|223867|to approach; to come near; to be added to|подходить; приближаться; присоединяться|hinzukommen; herannahen; beitreten|Als der Unfall passierte, kam sofort ein Arzt herzu.|When the accident happened, a doctor immediately came over.|Когда произошла авария, тут же подошел врач.|Als der Unfall passierte, kam sofort ein Arzt hinzu.|spontan herzukommen; herzugetreten kommen|Separable, auxiliary 'sein'. Elevated or slightly archaic register. Usually describes a person physically walking up to join a group or an event.
kommen|hinabkommen|C2|188518|to come down; to descend|спускаться; сходить вниз|hinabsteigen; heruntergehen; hinuntergehen|Er wollte schnell in den tiefen Keller hinabkommen.|He wanted to quickly go down into the deep cellar.|Он хотел быстро спуститься в глубокий подвал.|Er wollte schnell in den tiefen Keller hinabsteigen.|den Berg hinabkommen; in die Tiefe hinabkommen|Separable, auxiliary 'sein'. Literary/rare in modern spoken German, where 'hinuntergehen' or 'runtergehen' is preferred. 'Hin-' indicates motion away from the speaker.
kommen|hineinkommen|C2|39989|to get in; to enter; to fit in|входить; проникать; попадать внутрь|eintreten; reinkommen; hineingelangen|Ohne Schlüssel wirst du nicht in das Haus hineinkommen.|Without a key, you won't get into the house.|Без ключа ты не попадешь в дом.|Ohne Schlüssel wirst du nicht in das Haus hineingelangen.|in einen Raum hineinkommen; gut in den Job hineinkommen; schwer hineinzukommen sein|Separable, auxiliary 'sein'. Indicates physical entry from the outside looking in (away from the speaker). Figuratively, it can mean adapting to a new job or role.
kommen|hinkommen|C1|17068|to get there; to manage; to be sufficient|добираться (туда); подходить (о времени, расчетах)|dorthin gelangen; auskommen; reichen|Wie sollen wir ohne Auto dorthin hinkommen?|How are we supposed to get there without a car?|Как нам туда добраться без машины?|Wie sollen wir ohne Auto dorthin gelangen?|mit dem Geld hinkommen; zeitlich hinkommen; dorthin hinkommen|Separable, auxiliary 'sein'. Means physically reaching a distant location. Figuratively, 'mit dem Geld hinkommen' means to manage with a budget (similar to 'auskommen').
kommen|hinüberkommen|C2|151128|to get across; to go over (to the other side)|перебираться; переходить (на ту сторону)|rübergehen; hinübergehen; überqueren|Wir müssen irgendwie über den Fluss hinüberkommen.|We have to get across the river somehow.|Нам нужно как-то перебраться через реку.|Wir müssen irgendwie den Fluss überqueren.|sicher hinüberkommen; auf die andere Seite hinüberkommen|Separable, auxiliary 'sein'. Unlike 'herüberkommen' (towards the speaker), 'hinüberkommen' indicates movement away from the speaker to the other side of an obstacle.
kommen|hinzukommen|B2|7717|to be added; to join|добавляться; присоединяться|sich gesellen; hinzutreten; dazukommen|Zu den alten Problemen sind nun neue hinzugekommen.|New problems have now been added to the old ones.|К старым проблемам теперь добавились новые.|Zu den alten Problemen sind nun neue dazugekommen.|erschwerend hinzukommen; als Faktor hinzukommen; neu hinzukommen|Separable, auxiliary 'sein'. Common in academic and analytical writing to introduce additional points, factors, or circumstances.
kommen|hochkommen|C2|32074|to get up; to rise; to surface (memories)|подниматься; вставать; всплывать (о воспоминаниях)|aufstehen; emporkommen; hochsteigen|Nach dem Sturz konnte er kaum wieder hochkommen.|After the fall, he could hardly get back up.|После падения он едва мог снова подняться.|Nach dem Sturz konnte er kaum wieder aufstehen.|Erinnerungen kommen hoch; im Beruf hochkommen; die Treppe hochkommen|Separable, auxiliary 'sein'. Colloquial. Can describe physical rising, social advancement ('im Leben hochkommen'), or repressed memories/feelings resurfacing.
kommen|mitkommen|C1|18524|to come along; to keep up (with)|идти вместе; поспевать; понимать|mitgehen; folgen; Schritt halten|Möchtest du heute Abend mit ins Kino mitkommen?|Would you like to come along to the cinema tonight?|Хочешь пойти с нами в кино сегодня вечером?|Möchtest du heute Abend mit ins Kino mitgehen?|mit dem Stoff mitkommen; jdm. hinterher mitkommen; mitkommen wollen|Separable, auxiliary 'sein'. Used either literally ('Kommst du mit?') or figuratively to describe keeping pace with learning materials or rapid speech.
kommen|nachkommen|B2|6109|to follow; to catch up; to comply with (duty/request)|следовать; выполнять (требование); догонять|folgen; hinterhergehen; erfüllen|Er muss seiner Pflicht als Vater nachkommen.|He must fulfill his duty as a father.|Он должен выполнять свой отцовский долг.|Er muss seine Pflicht als Vater erfüllen.|einer Aufforderung nachkommen; jdm. nachkommen; einer Verpflichtung nachkommen|Separable, auxiliary 'sein'. Governs the dative. Highly formal when used in the sense of fulfilling obligations, invitations, or requests.
kommen|niederkommen|C2|113826|to give birth; to be delivered of a child|родить; разрешиться от бремени|entbinden; gebären; niederkommen|Die Herzogin wird bald mit ihrem ersten Kind niederkommen.|The duchess will soon give birth to her first child.|Герцогиня скоро разрешится от бремени своим первым ребенком.|Die Herzogin wird bald ihr erstes Kind gebären.|mit einem Kind niederkommen; glücklich niederkommen|Separable, auxiliary 'sein'. Elevated, archaic, or formal euphemism for childbirth. Rarely used in casual modern speech. The noun 'Niederkunft' is also formal.
kommen|rankommen|C2|31970|to reach; to get a turn; to get close|подойти; дотянуться; дойти (о очереди)|herankommen; drankommen; herankommen an|Ich bin zu klein, ich kann an das Regal nicht rankommen.|I'm too short, I can't reach the shelf.|Я слишком мал, я не могу дотянуться до полки.|Ich bin zu klein, ich kann an das Regal nicht herankommen.|an die Reihe rankommen; schwer rankommen an|Colloquial abbreviation of 'herankommen'. Separable, auxiliary 'sein'. Often refers to physical reach or waiting for one's turn in a queue.
kommen|übereinkommen|C2|40550|to agree; to reach an agreement|договориться; прийти к соглашению|vereinbaren; sich einigen; übereinstimmen|Wir sind schließlich übereingekommen, den Vertrag zu unterschreiben.|We finally agreed to sign the contract.|В конце концов мы согласились подписать контракт.|Wir haben uns schließlich geeinigt, den Vertrag zu unterschreiben.|dahin übereinkommen, dass; vertraglich übereinkommen|Separable, auxiliary 'sein'. Primarily formal or legal register. Usually used with an infinitive clause introduced by 'dahin' or 'darüber'.
kommen|überkommen|C1|16851|to overcome; to seize (feelings/sensations); to hand down (tradition)|охватывать (о чувствах); передавать (из поколения в поколение)|befallen; ergreifen; überkommen sein|Plötzlich überkam sie eine große Müdigkeit.|Suddenly a great weariness overcame her.|Внезапно её охватила сильная усталость.|Plötzlich ergriff sie eine große Müdigkeit.|von Angst überkommen werden; überkommene Traditionen; eine Traurigkeit überkommt mich|Inseparable verb. Perfect tenses conjugate with 'haben' when meaning 'to overcome/seize', but with 'sein' when talking about inherited customs ('überkommen sein').
kommen|umkommen|C1|19308|to perish; to die (accidental/violent death)|гибнуть; погибать|sterben; ums Leben kommen; verunglücken|Bei dem schweren Erdbeben sind viele Menschen umgekommen.|Many people perished in the severe earthquake.|Во время сильного землетрясения погибло много людей.|Bei dem schweren Erdbeben sind viele Menschen ums Leben gekommen.|im Krieg umkommen; bei einem Unfall umkommen; vor Hunger umkommen|Separable, auxiliary 'sein'. Specifically used for sudden, tragic, violent, or accidental deaths (natural disasters, war, accidents). Never used for dying of natural old age.
kommen|unterkommen|C1|105518|to find accommodation; to find shelter/employment|устроиться; найти приют / жилье|eine Unterkunft finden; Unterschlupf finden; untergebracht werden|Wir konnten bei Freunden für ein paar Tage unterkommen.|We were able to stay with friends for a few days.|Мы смогли остановиться у друзей на пару дней.|Wir konnten bei Freunden für ein paar Tage untergebracht werden.|günstig unterkommen; bei Bekannten unterkommen; in einem Hotel unterkommen|Separable, auxiliary 'sein'. Highly practical everyday word meaning to secure a temporary place to stay. It can also figuratively mean finding a job.
kommen|verkommen|C1|11469|to decay; to degenerate; to go to waste|опускаться; приходить в упадок; портиться|verfallen; verwahrlosen; verderben|Ohne Pflege wird der schöne Garten schnell verkommen.|Without care, the beautiful garden will quickly decay.|Без ухода красивый сад быстро придет в запустение.|Ohne Pflege wird der schöne Garten schnell verfallen.|moralisch verkommen; zu einer Farce verkommen; ein verkommener Stadtteil|Inseparable, auxiliary 'sein'. Strong negative connotation. Used to describe moral decline in humans, physical decay in buildings/areas, or foods going to waste.
kommen|vorankommen|C1|12145|to make progress; to get ahead|продвигаться вперед; делать успехи|Fortschritte machen; vorwärtskommen; gedeihen|Mit der Arbeit an meiner Masterarbeit komme ich gut voran.|I am making good progress on my master's thesis.|Моя работа над магистерской диссертацией продвигается хорошо.|Mit der Arbeit an meiner Masterarbeit mache ich gute Fortschritte.|im Beruf vorankommen; zügig vorankommen; mit dem Projekt vorankommen|Separable, auxiliary 'sein'. A positive word frequently used in business, research, or personal projects to signify constructive development and speed.
kommen|vorbeikommen|C1|10902|to drop by; to pass by|заходить (в гости); проходить мимо|vorbeischauen; vorbeigehen; besuchen|Du kannst heute Abend gerne mal bei mir vorbeikommen.|You're welcome to drop by my place tonight.|Ты можешь зайти ко мне сегодня вечером.|Du kannst heute Abend gerne mal bei mir vorbeischauen.|auf einen Kaffee vorbeikommen; am Unfallort vorbeikommen; kurz vorbeikommen|Separable, auxiliary 'sein'. Very common in casual German. 'Bei jmdm. vorbeikommen' is a friendly invitation for an informal visit. 'An etw. (Dat.) vorbeikommen' means to physically pass a point.
kommen|vorkommen|B2|19589|to happen; to occur; to seem; to exist|происходить; случаться; казаться; встречаться|geschehen; passieren; scheinen; existieren|Solche Fehler können leider immer mal vorkommen.|Unfortunately, such mistakes can always happen.|К сожалению, такие ошибки всегда могут случаться.|Solche Fehler können leider immer mal passieren.|in der Natur vorkommen; jdm. komisch vorkommen; es kommt mir so vor, als ob|Separable, auxiliary 'sein'. Highly versatile. 'Es kommt mir ... vor' means 'it seems ... to me' (governing dative). 'Vorkommen in' means to be found or exist in a certain medium/nature.
kommen|vorüberkommen|C2|135670|to pass by; to come past|проходить мимо; проезжать мимо|vorbeikommen; vorbeigehen; passieren|Täglich sehe ich viele Menschen an meinem Fenster vorüberkommen.|Every day I see many people pass by my window.|Каждый день я вижу, как мимо моего окна проходит много людей.|Täglich sehe ich viele Menschen an meinem Fenster vorbeigehen.|an einem Haus vorüberkommen; eilig vorüberkommen|Separable, auxiliary 'sein'. Slightly more literary or formal than 'vorbeikommen'. Usually emphasizes the continuous act of transient passing without stopping.
kommen|vorwärtskommen|C2|66636|to make progress; to move forward|продвигаться вперед; делать успехи|vorankommen; Fortschritte machen; weiterkommen|Auf der verstopften Autobahn konnten wir nur langsam vorwärtskommen.|We could only move forward slowly on the congested highway.|По забитой автомагистрали мы могли продвигаться вперед лишь медленно.|Auf der verstopften Autobahn konnten wir nur langsam vorankommen.|im Leben vorwärtskommen; beruflich vorwärtskommen; im Stau vorwärtskommen|Separable, auxiliary 'sein'. Very similar to 'vorankommen', but retains a slightly stronger literal/spatial sense of moving physically forward, alongside its metaphorical career sense.
kommen|wegkommen|C1|17993|to get away; to be lost; to be sold|уходить; отделываться; теряться; пропадать|weggehen; verschwinden; verloren gehen|Ich will am Wochenende einfach mal aus der Stadt wegkommen.|I just want to get away from the city on the weekend.|Я просто хочу уехать из города на выходные.|Ich will am Wochenende einfach mal aus der Stadt weggehen.|schlecht wegkommen; gut wegkommen; von der Stelle wegkommen|Separable, auxiliary 'sein'. Can mean physically leaving a place. In comparisons, 'gut/schlecht wegkommen' means to be well/badly rated or portrayed.
kommen|weiterkommen|C1|13693|to make progress; to get further|продвигаться дальше; делать успехи; проходить дальше|vorankommen; Fortschritte erzielen; weitergelangen|Ich hoffe, dass wir mit diesem Plan im Projekt weiterkommen.|I hope that we make progress in the project with this plan.|Надеюсь, что с этим планом мы продвинемся дальше в проекте.|Ich hoffe, dass wir mit diesem Plan im Projekt vorankommen.|im Beruf weiterkommen; bei einer Show weiterkommen; mit einer Arbeit weiterkommen|Separable, auxiliary 'sein'. Used for breaking deadlocks or resolving situations ('Ich komme nicht weiter' = I am stuck). Also means qualifying for the next round of a competition.
kommen|wiederkommen|C1|12894|to return; to come back|возвращаться|zurückkehren; wiederkehren; zurückkommen|Versprich mir, dass du bald wiederkommst.|Promise me that you will return soon.|Обещай мне, что скоро вернешься.|Versprich mir, dass du bald zurückkehrst.|gesund wiederkommen; bald wiederkommen; niemals wiederkommen|Separable, auxiliary 'sein'. Highly common, informal alternative to 'zurückkehren'. Can be used for physical return or reoccurring events (like seasons).
kommen|zukommen|B2|3906|to approach; to come towards; to be in store for; to be entitled to|подходить; приближаться; ожидать; причитаться|herannahen; bevorstehen; zustehen|Auf uns kommen in den nächsten Jahren große Veränderungen zu.|Big changes are ahead of us in the coming years.|В ближайшие годы нас ждут большие перемены.|Auf uns stehen in den nächsten Jahren große Veränderungen bevor.|auf jmdn. zukommen; auf mich zukommen lassen; jdm. zukommen lassen|Separable, auxiliary 'sein'. Extremely common construction: 'auf jemanden (Akk.) zukommen' (something is coming/in store for someone). 'Jemandem (Dat.) etwas zukommen lassen' means to send/give.
